variables = "i", "fp"
0.002622029	0.013706764
0.031745784	0.037965797
0.04760226	0.06432876
0.0687708	0.0875307
0.0872798	0.1138946
0.10226304	0.1353372
0.1163629	0.15642807
0.13399945	0.17752019
0.14457355	0.19368976
0.16573586	0.21970317
0.17983414	0.24149689
0.19570547	0.26118267
0.21686932	0.28649318
0.22744031	0.3040685
0.24332102	0.31953707
0.2521299	0.3343003
0.26623446	0.3532826
0.27681327	0.36734357
0.29267833	0.3898408
0.3085481	0.4102294
0.32089213	0.42569676
0.33852398	0.44889745
0.3526332	0.46577114
0.36497253	0.4833471
0.37907708	0.50232935
0.39142266	0.51709384
0.4055319	0.53396755
0.41963333	0.5543555
0.43197578	0.5705257
0.44608346	0.5881023
0.45842904	0.60286677
0.47076836	0.6204427
0.48664752	0.63661414
0.49368805	0.6513767
0.5077973	0.66825044
0.52191436	0.6816098
0.5324853	0.69918513
0.5483598	0.71746516
0.5642311	0.7371509
0.5818598	0.7617574
0.5977296	0.782146
0.6118357	0.8004254
0.62770706	0.82011116
0.6435815	0.8383912
0.65415406	0.85526365
0.66826326	0.8721373
0.68413305	0.892526
0.69647706	0.90799326
0.70705587	0.9220543
0.7211667	0.9382251
0.73880476	0.95861435
0.74937105	0.97829825
0.7617151	0.9937656
0.77405757	1.0099357
0.78816676	1.0268095
0.8058049	1.0471988
0.82343674	1.0703994
0.8393159	1.0865709
0.85165364	1.1048497
0.86576915	1.1189119
0.8798737	1.1378942
0.89575285	1.1540656
0.90985894	1.172345
0.9257428	1.1864079
0.9363216	1.2004689
0.95043397	1.2159369
0.96454316	1.2328105
0.98219067	1.2489825
0.99276793	1.2637465
1.0139489	1.2813255
1.0351222	1.3024188
1.0562938	1.324215
1.0721762	1.3389808
1.0951177	1.3600748
1.1162909	1.3811681
1.1410024	1.4015598
1.15688	1.4184341
1.1727561	1.4360113
1.1904051	1.4514805
1.2045175	1.4669485
1.2257127	1.4782017
1.2433602	1.4943738
1.2610075	1.5105458
1.2768836	1.528123
1.2998298	1.5471084
1.3157184	1.5590627
1.3280734	1.56961
1.3474954	1.5829712
1.3616219	1.5921135
1.3757374	1.6061757
1.3951564	1.6209426
1.4128101	1.6343032
1.4304576	1.6504754
1.4569515	1.664542
1.4746006	1.6800112
1.4957879	1.6947787
1.5205119	1.7095475
1.5487679	1.7264262
1.5770254	1.742602
1.6035147	1.7587771
1.6300101	1.7721409
1.649437	1.7833935
1.6688684	1.7925376
1.6953623	1.8066041
1.7183195	1.8206695
1.7536567	1.8340364
1.7730898	1.8424776
1.7978263	1.8516234
1.8207928	1.8614717
1.8543632	1.874135
1.8861716	1.8839862
1.9091429	1.8917258
1.9444847	1.902984
1.9727595	1.9114283
2.0081077	1.9198751
2.0452273	1.9269168
2.0717337	1.9353606
2.1106248	1.9409971
2.1424408	1.947334
2.1866307	1.955784
2.2361288	1.96283
2.2891605	1.971283
2.3439665	1.9769251
2.3987758	1.9811616
2.4359019	1.9853919
2.4871745	1.989627
2.5278432	1.991047
2.5755808	1.9945781
2.6303933	1.9974089
2.6905107	2.0002415
2.7311811	2.0009587
2.7718513	2.0016758
2.8160584	2.0023942
2.8620338	2.0031133
2.9097807	2.002427
2.9539878	2.0031455
2.9858181	2.0031567
